pair_ID Entailment_Judgement Relatedness_score
3681 ENTAILMENT 3.24
3683 CONTRADICTION 2.12
3688 NEUTRAL 3.94
3698 NEUTRAL 3.94
3700 NEUTRAL 3.69
3704 ENTAILMENT 2.97
3706 ENTAILMENT 2.97
3714 NEUTRAL 4.02
3715 NEUTRAL 4.44
3716 ENTAILMENT 4.44
3717 CONTRADICTION 3.61
3722 NEUTRAL 3.51
3723 NEUTRAL 3.43
3724 NEUTRAL 3.51
3726 NEUTRAL 2.96
3729 ENTAILMENT 4.34
3730 ENTAILMENT 3.4
3731 ENTAILMENT 4.44
3732 ENTAILMENT 3.81
3734 ENTAILMENT 2.9
3735 NEUTRAL 3.02
3738 ENTAILMENT 2.9
3741 ENTAILMENT 4.44
3744 CONTRADICTION 3.61
3745 ENTAILMENT 4.02
3749 NEUTRAL 4.02
3754 ENTAILMENT 3.81
3757 CONTRADICTION 3.28
3760 CONTRADICTION 3.56
3763 ENTAILMENT 4.3
3764 NEUTRAL 3.63
3768 ENTAILMENT 4.44
3769 ENTAILMENT 3.6
3771 CONTRADICTION 3.61
3772 NEUTRAL 4.01
3773 CONTRADICTION 3.61
3775 NEUTRAL 3.47
3778 NEUTRAL 3.2
3782 NEUTRAL 2.95
3786 NEUTRAL 3.4
3787 NEUTRAL 2.66
3791 ENTAILMENT 3.43
3792 ENTAILMENT 3.86
3793 NEUTRAL 3.61
3794 ENTAILMENT 4.44
3796 NEUTRAL 2.97
3798 ENTAILMENT 3.39
3802 CONTRADICTION 3.61
3806 NEUTRAL 3.76
3808 NEUTRAL 3.82
3810 NEUTRAL 3.93
3811 NEUTRAL 4.26
3813 NEUTRAL 3.61
3815 NEUTRAL 4.44
3816 NEUTRAL 3.61
3817 ENTAILMENT 3.92
3818 NEUTRAL 3.28
3819 ENTAILMENT 4.44
3822 ENTAILMENT 4.44
3824 NEUTRAL 3.81
3829 NEUTRAL 4.44
3830 NEUTRAL 3.69
3832 NEUTRAL 4.44
3833 CONTRADICTION 3.61
3835 CONTRADICTION 3.61
3837 ENTAILMENT 3.8
3841 NEUTRAL 3.25
3842 ENTAILMENT 3.77
3843 NEUTRAL 4.44
3848 ENTAILMENT 4.16
3849 CONTRADICTION 2.99
3850 NEUTRAL 4.16
3851 NEUTRAL 3.41
3854 ENTAILMENT 4.44
3858 NEUTRAL 4.44
3859 NEUTRAL 3.81
3863 NEUTRAL 2.84
3865 NEUTRAL 4.0
3867 ENTAILMENT 4.44
3875 NEUTRAL 2.98
3876 ENTAILMENT 4.44
3877 NEUTRAL 3.17
3878 ENTAILMENT 4.44
3879 CONTRADICTION 3.61
3881 CONTRADICTION 3.41
3888 NEUTRAL 4.44
3889 NEUTRAL 3.44
3890 ENTAILMENT 3.44
3891 NEUTRAL 2.67
3894 NEUTRAL 4.44
3896 NEUTRAL 2.73
3900 NEUTRAL 3.83
3902 NEUTRAL 3.83
3906 NEUTRAL 4.44
3907 ENTAILMENT 3.66
3911 ENTAILMENT 3.66
3913 NEUTRAL 3.61
3916 ENTAILMENT 3.14
3918 ENTAILMENT 3.1
3919 NEUTRAL 2.24
3923 ENTAILMENT 4.44
3925 NEUTRAL 3.07
3926 ENTAILMENT 3.42
3927 NEUTRAL 3.13
3928 NEUTRAL 2.83
3931 NEUTRAL 3.06
3932 NEUTRAL 2.97
3933 NEUTRAL 3.5
3937 ENTAILMENT 3.6
3944 NEUTRAL 3.61
3945 ENTAILMENT 3.87
3946 CONTRADICTION 3.38
3950 CONTRADICTION 3.61
3952 ENTAILMENT 4.44
3953 NEUTRAL 4.44
3954 ENTAILMENT 4.13
3959 NEUTRAL 2.12
3960 ENTAILMENT 3.21
3962 ENTAILMENT 3.21
3963 ENTAILMENT 4.44
3964 NEUTRAL 3.66
3965 NEUTRAL 4.44
3966 NEUTRAL 3.61
3967 ENTAILMENT 4.06
3968 NEUTRAL 3.43
3969 NEUTRAL 3.53
3971 NEUTRAL 3.53
3974 NEUTRAL 3.44
3975 ENTAILMENT 3.44
3977 NEUTRAL 2.99
3978 ENTAILMENT 3.98
3979 NEUTRAL 3.38
3981 ENTAILMENT 4.44
3983 NEUTRAL 4.44
3988 NEUTRAL 3.41
3991 CONTRADICTION 3.61
3997 NEUTRAL 4.0
4000 ENTAILMENT 3.23
4003 NEUTRAL 3.72
4005 CONTRADICTION 3.61
4008 NEUTRAL 4.44
4009 NEUTRAL 3.6
4010 NEUTRAL 3.81
4016 ENTAILMENT 3.69
4018 ENTAILMENT 4.04
4019 ENTAILMENT 3.37
4022 NEUTRAL 3.46
4023 NEUTRAL 4.44
4024 ENTAILMENT 4.11
4025 NEUTRAL 4.44
4026 NEUTRAL 3.77
4027 NEUTRAL 4.44
4029 NEUTRAL 3.72
4030 NEUTRAL 2.75
4032 NEUTRAL 2.95
4035 NEUTRAL 3.25
4039 NEUTRAL 3.44
4042 ENTAILMENT 3.07
4044 ENTAILMENT 3.07
4048 CONTRADICTION 3.61
4051 ENTAILMENT 3.59
4052 NEUTRAL 3.33
4053 ENTAILMENT 3.81
4055 CONTRADICTION 3.58
4057 CONTRADICTION 3.61
4059 CONTRADICTION 3.41
4064 NEUTRAL 4.11
4070 NEUTRAL 3.45
4073 ENTAILMENT 3.27
4075 NEUTRAL 3.81
4077 CONTRADICTION 3.61
4078 NEUTRAL 4.44
4080 CONTRADICTION 3.61
4081 ENTAILMENT 4.44
4082 ENTAILMENT 4.44
4089 CONTRADICTION 3.51
4091 ENTAILMENT 2.8
4092 NEUTRAL 3.41
4093 NEUTRAL 3.81
4095 NEUTRAL 3.41
4096 NEUTRAL 2.38
4097 ENTAILMENT 3.54
4098 ENTAILMENT 4.26
4099 NEUTRAL 3.43
4101 CONTRADICTION 2.98
4103 CONTRADICTION 3.17
4104 ENTAILMENT 4.14
4106 ENTAILMENT 4.14
4107 ENTAILMENT 4.44
4110 NEUTRAL 3.61
4111 NEUTRAL 4.21
4116 NEUTRAL 4.44
4121 ENTAILMENT 2.91
4122 CONTRADICTION 3.06
4124 ENTAILMENT 4.44
4128 CONTRADICTION 3.58
4129 NEUTRAL 3.24
4130 NEUTRAL 3.6
4131 NEUTRAL 2.99
4138 ENTAILMENT 4.11
4139 CONTRADICTION 3.61
4143 NEUTRAL 2.44
4144 NEUTRAL 3.27
4150 NEUTRAL 3.21
4151 NEUTRAL 3.43
4153 NEUTRAL 3.6
4158 NEUTRAL 4.2
4159 NEUTRAL 3.48
4160 ENTAILMENT 4.2
4161 NEUTRAL 3.48
4166 NEUTRAL 4.44
4167 ENTAILMENT 3.09
4169 ENTAILMENT 3.24
4170 NEUTRAL 3.5
4171 NEUTRAL 3.81
4172 NEUTRAL 4.2
4175 NEUTRAL 3.61
4177 NEUTRAL 2.94
4180 NEUTRAL 3.34
4182 CONTRADICTION 3.58
4184 CONTRADICTION 2.75
4186 NEUTRAL 3.5
4188 NEUTRAL 3.5
4189 NEUTRAL 3.5
4190 CONTRADICTION 3.06
4192 NEUTRAL 3.44
4198 ENTAILMENT 3.15
4200 ENTAILMENT 3.44
4201 NEUTRAL 4.44
4203 NEUTRAL 3.23
4204 NEUTRAL 4.19
4206 NEUTRAL 3.57
4208 NEUTRAL 3.17
4210 NEUTRAL 4.44
4211 NEUTRAL 3.61
4215 NEUTRAL 3.0
4217 NEUTRAL 2.4
4218 NEUTRAL 3.0
4222 NEUTRAL 3.72
4224 NEUTRAL 2.18
4225 NEUTRAL 3.94
4226 CONTRADICTION 2.62
4227 NEUTRAL 2.93
4229 ENTAILMENT 3.37
4230 ENTAILMENT 3.68
4233 NEUTRAL 2.35
4234 ENTAILMENT 2.96
4237 NEUTRAL 4.44
4240 CONTRADICTION 3.61
4241 NEUTRAL 4.11
4243 ENTAILMENT 4.18
4245 NEUTRAL 4.11
4249 CONTRADICTION 3.23
4250 ENTAILMENT 4.3
4255 NEUTRAL 3.49
4256 ENTAILMENT 3.12
4258 ENTAILMENT 3.98
4261 ENTAILMENT 3.04
4262 ENTAILMENT 2.62
4263 ENTAILMENT 3.32
4264 ENTAILMENT 2.6
4268 ENTAILMENT 4.2
4270 ENTAILMENT 4.11
4271 CONTRADICTION 3.53
4273 NEUTRAL 3.53
4276 CONTRADICTION 3.61
4278 ENTAILMENT 4.44
4281 NEUTRAL 3.94
4285 CONTRADICTION 3.61
4286 NEUTRAL 4.3
4292 NEUTRAL 3.63
4293 ENTAILMENT 4.44
4294 ENTAILMENT 3.44
4296 CONTRADICTION 3.61
4297 ENTAILMENT 4.32
4298 CONTRADICTION 3.61
4300 ENTAILMENT 3.44
4302 NEUTRAL 4.37
4303 NEUTRAL 3.61
4309 NEUTRAL 2.38
4310 NEUTRAL 2.41
4311 NEUTRAL 4.26
4313 NEUTRAL 4.26
4314 ENTAILMENT 4.02
4317 NEUTRAL 3.7
4319 NEUTRAL 3.88
4324 CONTRADICTION 3.61
4326 ENTAILMENT 3.33
4327 CONTRADICTION 3.61
4331 NEUTRAL 4.44
4332 ENTAILMENT 4.44
4333 NEUTRAL 3.33
4334 NEUTRAL 3.88
4337 NEUTRAL 3.33
4343 NEUTRAL 3.61
4345 CONTRADICTION 3.44
4352 CONTRADICTION 3.57
4353 ENTAILMENT 4.37
4355 NEUTRAL 2.45
4356 CONTRADICTION 2.16
4358 CONTRADICTION 2.16
4362 NEUTRAL 4.44
4366 NEUTRAL 3.21
4367 ENTAILMENT 2.8
4368 CONTRADICTION 3.21
4372 CONTRADICTION 3.61
4373 ENTAILMENT 4.26
4374 CONTRADICTION 3.25
4375 NEUTRAL 4.09
4380 ENTAILMENT 4.44
4383 CONTRADICTION 3.61
4384 ENTAILMENT 4.44
4389 NEUTRAL 4.44
4391 NEUTRAL 3.81
4397 ENTAILMENT 3.74
4399 CONTRADICTION 3.61
4400 NEUTRAL 4.44
4402 NEUTRAL 4.44
4403 CONTRADICTION 3.61
4404 NEUTRAL 4.44
4405 CONTRADICTION 3.61
4406 NEUTRAL 4.44
4409 ENTAILMENT 4.06
4413 NEUTRAL 2.84
4415 NEUTRAL 3.36
4416 ENTAILMENT 4.44
4419 NEUTRAL 3.92
4420 NEUTRAL 2.38
4421 NEUTRAL 2.36
4422 NEUTRAL 2.53
4423 NEUTRAL 2.03
4424 ENTAILMENT 2.22
4425 ENTAILMENT 2.95
4427 ENTAILMENT 4.44
4428 CONTRADICTION 3.61
4430 NEUTRAL 2.69
4433 ENTAILMENT 3.03
4434 ENTAILMENT 4.16
4435 CONTRADICTION 3.61
4436 ENTAILMENT 4.37
4437 CONTRADICTION 3.61
4438 NEUTRAL 2.82
4441 NEUTRAL 2.49
4444 CONTRADICTION 3.53
4448 NEUTRAL 3.07
4449 ENTAILMENT 3.48
4450 NEUTRAL 3.07
4451 ENTAILMENT 3.52
4452 ENTAILMENT 4.02
4453 CONTRADICTION 3.61
4455 CONTRADICTION 3.61
4456 ENTAILMENT 3.2
4459 CONTRADICTION 3.12
4460 ENTAILMENT 3.58
4461 ENTAILMENT 3.64
4462 CONTRADICTION 3.61
4463 NEUTRAL 3.03
4465 ENTAILMENT 3.4
4466 NEUTRAL 2.09
4467 NEUTRAL 2.68
4470 NEUTRAL 3.56
4474 NEUTRAL 2.7
4475 NEUTRAL 2.41
4476 ENTAILMENT 3.19
4478 NEUTRAL 2.7
4479 NEUTRAL 4.16
4480 CONTRADICTION 3.61
4482 CONTRADICTION 3.61
4483 NEUTRAL 2.72
4484 NEUTRAL 2.15
4485 NEUTRAL 2.46
4488 NEUTRAL 3.6
4489 CONTRADICTION 3.61
4491 ENTAILMENT 3.98
4493 NEUTRAL 3.14
4494 NEUTRAL 3.6
4495 NEUTRAL 3.13
4496 NEUTRAL 3.54
4499 ENTAILMENT 4.44
4500 NEUTRAL 3.61
4502 ENTAILMENT 3.5
4504 NEUTRAL 3.27
4506 NEUTRAL 2.88
4508 ENTAILMENT 4.44
4510 ENTAILMENT 4.44
4512 ENTAILMENT 2.69
4518 CONTRADICTION 3.61
4521 NEUTRAL 4.14
4527 CONTRADICTION 3.61
4528 ENTAILMENT 3.99
4530 NEUTRAL 3.37
4531 CONTRADICTION 2.47
4532 ENTAILMENT 3.06
4533 NEUTRAL 2.72
4535 ENTAILMENT 4.11
4536 CONTRADICTION 3.61
4537 ENTAILMENT 4.44
4538 CONTRADICTION 3.61
4539 ENTAILMENT 3.47
4542 CONTRADICTION 3.03
4543 NEUTRAL 3.13
4547 NEUTRAL 3.61
4548 NEUTRAL 4.02
4550 ENTAILMENT 4.11
4552 ENTAILMENT 4.02
4554 NEUTRAL 3.84
4555 ENTAILMENT 4.44
4557 NEUTRAL 3.2
4560 NEUTRAL 3.35
4561 NEUTRAL 3.35
4563 CONTRADICTION 3.61
4566 ENTAILMENT 3.44
4568 NEUTRAL 3.94
4571 ENTAILMENT 3.51
4572 NEUTRAL 3.37
4575 NEUTRAL 2.74
4576 NEUTRAL 1.46
4577 NEUTRAL 2.09
4578 NEUTRAL 2.45
4582 ENTAILMENT 3.99
4584 ENTAILMENT 4.19
4586 NEUTRAL 4.44
4587 CONTRADICTION 3.61
4589 ENTAILMENT 3.66
4591 ENTAILMENT 4.15
4592 NEUTRAL 3.54
4593 NEUTRAL 2.73
4594 NEUTRAL 2.04
4598 ENTAILMENT 4.44
4599 CONTRADICTION 3.61
4600 ENTAILMENT 3.06
4602 ENTAILMENT 3.81
4603 CONTRADICTION 3.17
4604 ENTAILMENT 3.66
4607 NEUTRAL 4.44
4608 NEUTRAL 3.61
4609 ENTAILMENT 4.19
4613 ENTAILMENT 4.44
4618 ENTAILMENT 3.88
4620 NEUTRAL 3.43
4621 CONTRADICTION 3.41
4622 ENTAILMENT 3.74
4623 NEUTRAL 3.41
4624 ENTAILMENT 4.02
4625 NEUTRAL 4.44
4627 ENTAILMENT 3.69
4628 CONTRADICTION 3.61
4629 NEUTRAL 2.44
4631 NEUTRAL 2.48
4639 CONTRADICTION 3.46
4640 NEUTRAL 4.18
4641 CONTRADICTION 3.46
4642 NEUTRAL 4.11
4645 ENTAILMENT 4.44
4647 ENTAILMENT 4.44
4649 ENTAILMENT 4.3
4654 NEUTRAL 3.81
4655 CONTRADICTION 3.61
4657 NEUTRAL 1.95
4658 NEUTRAL 2.99
4667 ENTAILMENT 3.72
4670 ENTAILMENT 4.23
4672 NEUTRAL 4.44
4675 NEUTRAL 3.25
4676 CONTRADICTION 3.17
4677 ENTAILMENT 3.64
4678 NEUTRAL 2.78
4682 NEUTRAL 3.61
4684 NEUTRAL 3.61
4690 NEUTRAL 4.44
4691 ENTAILMENT 4.44
4692 ENTAILMENT 3.84
4693 NEUTRAL 3.94
4694 ENTAILMENT 3.22
4695 ENTAILMENT 3.22
4698 ENTAILMENT 3.22
4703 NEUTRAL 3.39
4704 NEUTRAL 3.7
4705 ENTAILMENT 3.88
4706 CONTRADICTION 3.46
4708 ENTAILMENT 3.87
4709 CONTRADICTION 3.58
4714 ENTAILMENT 3.17
4715 NEUTRAL 2.71
4719 ENTAILMENT 4.26
4721 NEUTRAL 3.08
4722 NEUTRAL 2.58
4723 NEUTRAL 2.03
4726 ENTAILMENT 2.78
4727 NEUTRAL 3.1
4730 ENTAILMENT 4.3
4732 ENTAILMENT 3.72
4733 CONTRADICTION 3.15
4736 ENTAILMENT 3.63
4737 NEUTRAL 3.38
4738 CONTRADICTION 3.61
4739 ENTAILMENT 3.75
4741 NEUTRAL 2.92
4744 ENTAILMENT 3.13
4747 ENTAILMENT 3.13
4748 NEUTRAL 4.44
4749 CONTRADICTION 3.31
4750 NEUTRAL 3.88
4751 ENTAILMENT 3.33
4754 NEUTRAL 3.1
4757 ENTAILMENT 4.13
4758 NEUTRAL 3.81
4765 ENTAILMENT 2.73
4768 ENTAILMENT 4.35
4770 NEUTRAL 3.07
4772 NEUTRAL 3.01
4773 NEUTRAL 2.46
4775 NEUTRAL 4.44
4778 ENTAILMENT 4.07
4779 ENTAILMENT 4.44
4781 ENTAILMENT 4.44
4783 ENTAILMENT 4.44
4784 NEUTRAL 3.94
4785 NEUTRAL 4.11
4786 ENTAILMENT 4.44
4787 CONTRADICTION 3.61
4789 NEUTRAL 2.77
4791 NEUTRAL 2.72
4792 NEUTRAL 2.54
4801 ENTAILMENT 4.02
4804 NEUTRAL 4.37
4809 NEUTRAL 2.71
4818 NEUTRAL 3.54
4827 NEUTRAL 3.61
4828 ENTAILMENT 3.9
4829 NEUTRAL 3.54
4830 NEUTRAL 4.44
4833 NEUTRAL 2.57
4834 CONTRADICTION 3.61
4835 NEUTRAL 3.54
4837 ENTAILMENT 2.57
4838 NEUTRAL 2.91
4840 CONTRADICTION 2.3
4841 NEUTRAL 2.57
4846 NEUTRAL 3.5
4850 NEUTRAL 3.27
4854 CONTRADICTION 3.61
4856 NEUTRAL 2.87
4861 CONTRADICTION 3.61
4862 NEUTRAL 4.02
4864 NEUTRAL 3.02
4865 CONTRADICTION 2.58
4868 NEUTRAL 2.89
4870 NEUTRAL 3.61
4871 ENTAILMENT 4.44
4873 ENTAILMENT 3.74
4875 NEUTRAL 3.54
4876 NEUTRAL 3.11
4878 NEUTRAL 4.35
4884 ENTAILMENT 3.6
4887 NEUTRAL 3.72
4889 ENTAILMENT 2.56
4890 NEUTRAL 3.61
4892 NEUTRAL 3.01
4893 NEUTRAL 3.44
4894 NEUTRAL 3.01
4895 NEUTRAL 3.09
4896 ENTAILMENT 4.44
4897 CONTRADICTION 3.61
4899 NEUTRAL 3.61
4902 NEUTRAL 3.5
4904 NEUTRAL 2.92
4906 CONTRADICTION 3.61
4907 NEUTRAL 4.36
4908 CONTRADICTION 3.61
4909 NEUTRAL 2.59
4910 NEUTRAL 1.84
4914 NEUTRAL 4.44
4917 CONTRADICTION 3.55
4923 ENTAILMENT 4.15
4924 CONTRADICTION 3.56
4925 NEUTRAL 4.25
4927 NEUTRAL 3.03
4930 NEUTRAL 2.62
4931 NEUTRAL 2.94
4935 ENTAILMENT 4.24
4936 CONTRADICTION 3.61
4939 CONTRADICTION 3.41
4943 NEUTRAL 4.02
4945 ENTAILMENT 4.44
4952 NEUTRAL 2.55
4955 CONTRADICTION 3.61
4956 ENTAILMENT 4.04
4958 NEUTRAL 4.21
4962 NEUTRAL 3.75
4969 NEUTRAL 3.63
4972 NEUTRAL 4.13
4973 NEUTRAL 3.61
4976 NEUTRAL 2.89
4979 NEUTRAL 2.58
4980 NEUTRAL 2.89
4984 NEUTRAL 3.69
4986 NEUTRAL 3.06
4987 ENTAILMENT 3.06
4988 NEUTRAL 2.87
4993 NEUTRAL 3.54
4994 NEUTRAL 3.15
4995 NEUTRAL 2.53
4999 ENTAILMENT 4.19
5001 NEUTRAL 3.22
5004 NEUTRAL 3.63
5006 NEUTRAL 2.96
5008 NEUTRAL 4.26
5009 CONTRADICTION 3.61
5013 NEUTRAL 3.3
5016 NEUTRAL 3.84
5019 NEUTRAL 4.44
5020 ENTAILMENT 4.44
5021 CONTRADICTION 3.61
5028 ENTAILMENT 4.13
5029 CONTRADICTION 3.61
5034 CONTRADICTION 4.44
5035 NEUTRAL 4.44
5036 NEUTRAL 4.13
5038 NEUTRAL 4.44
5041 NEUTRAL 4.44
5042 NEUTRAL 3.61
5043 NEUTRAL 4.02
5044 NEUTRAL 3.41
5054 NEUTRAL 3.19
5055 NEUTRAL 2.57
5057 ENTAILMENT 4.44
5059 NEUTRAL 4.13
5061 NEUTRAL 4.26
5062 NEUTRAL 3.54
5063 ENTAILMENT 4.3
5065 NEUTRAL 4.26
5066 ENTAILMENT 4.44
5067 CONTRADICTION 3.61
5068 NEUTRAL 3.54
5069 NEUTRAL 3.61
5070 NEUTRAL 2.75
5071 NEUTRAL 2.34
5075 ENTAILMENT 4.44
5076 CONTRADICTION 3.61
5077 NEUTRAL 4.44
5084 ENTAILMENT 4.32
5087 ENTAILMENT 3.6
5088 NEUTRAL 2.58
5090 NEUTRAL 2.53
5093 NEUTRAL 4.3
5094 CONTRADICTION 3.61
5095 NEUTRAL 4.19
5098 NEUTRAL 2.36
5099 NEUTRAL 2.35
5101 NEUTRAL 2.3
5103 NEUTRAL 3.69
5104 NEUTRAL 3.69
5106 NEUTRAL 3.4
5108 NEUTRAL 4.23
5111 NEUTRAL 3.77
5112 CONTRADICTION 3.55
5118 NEUTRAL 2.66
5120 ENTAILMENT 4.26
5122 NEUTRAL 4.26
5126 NEUTRAL 3.16
5128 NEUTRAL 2.56
5129 ENTAILMENT 3.74
5130 CONTRADICTION 3.23
5131 NEUTRAL 3.94
5138 NEUTRAL 3.75
5140 NEUTRAL 3.69
5143 NEUTRAL 2.88
5144 NEUTRAL 2.86
5146 NEUTRAL 2.81
5150 CONTRADICTION 3.19
5151 NEUTRAL 2.64
5152 NEUTRAL 2.49
5156 NEUTRAL 4.11
5157 NEUTRAL 3.49
5158 ENTAILMENT 3.84
5159 NEUTRAL 3.61
5162 NEUTRAL 2.84
5164 NEUTRAL 2.84
5165 ENTAILMENT 3.69
5168 CONTRADICTION 3.61
5170 NEUTRAL 2.78
5172 NEUTRAL 2.78
5173 NEUTRAL 3.13
5174 NEUTRAL 3.57
5179 NEUTRAL 3.09
5180 ENTAILMENT 4.44
5181 NEUTRAL 3.61
5182 ENTAILMENT 3.35
5183 NEUTRAL 4.35
5184 NEUTRAL 4.26
5185 NEUTRAL 3.71
5188 NEUTRAL 2.72
5190 NEUTRAL 2.08
5192 ENTAILMENT 3.77
5193 CONTRADICTION 3.61
5194 NEUTRAL 3.4
5196 CONTRADICTION 2.6
5200 NEUTRAL 2.23
5202 ENTAILMENT 3.94
5205 NEUTRAL 2.79
5207 NEUTRAL 3.16
5209 NEUTRAL 3.16
5210 ENTAILMENT 4.39
5211 CONTRADICTION 3.61
5213 CONTRADICTION 3.61
5214 NEUTRAL 2.24
5217 NEUTRAL 1.46
5218 NEUTRAL 2.02
5221 NEUTRAL 4.26
5222 ENTAILMENT 4.3
5224 ENTAILMENT 3.14
5228 NEUTRAL 3.23
5229 NEUTRAL 3.31
5230 NEUTRAL 3.69
5233 NEUTRAL 2.29
5235 CONTRADICTION 1.98
5237 NEUTRAL 3.87
5240 NEUTRAL 4.28
5241 NEUTRAL 2.98
5243 NEUTRAL 3.54
5245 NEUTRAL 2.98
5250 NEUTRAL 3.63
5252 NEUTRAL 3.63
5255 ENTAILMENT 4.44
5257 ENTAILMENT 3.81
5259 ENTAILMENT 3.67
5265 CONTRADICTION 3.56
5266 ENTAILMENT 4.3
5268 NEUTRAL 4.3
5270 ENTAILMENT 3.24
5271 CONTRADICTION 3.56
5272 ENTAILMENT 4.3
5273 NEUTRAL 3.81
5274 CONTRADICTION 3.61
5275 NEUTRAL 4.44
5279 ENTAILMENT 4.44
5280 NEUTRAL 3.28
5281 ENTAILMENT 3.27
5283 CONTRADICTION 3.19
5284 ENTAILMENT 4.44
5285 CONTRADICTION 3.61
5286 ENTAILMENT 3.05
5287 CONTRADICTION 2.47
5289 CONTRADICTION 1.97
5290 ENTAILMENT 3.05
5292 NEUTRAL 4.02
5293 ENTAILMENT 4.13
5295 NEUTRAL 2.85
5297 NEUTRAL 2.43
5299 NEUTRAL 2.66
5300 ENTAILMENT 4.44
5301 NEUTRAL 3.61
5302 NEUTRAL 4.44
5305 NEUTRAL 3.61
5307 NEUTRAL 3.61
5308 NEUTRAL 4.44
5309 ENTAILMENT 4.44
5312 NEUTRAL 4.07
5315 NEUTRAL 4.18
5316 NEUTRAL 3.4
5320 ENTAILMENT 4.3
5322 NEUTRAL 4.08
5323 NEUTRAL 3.39
5326 NEUTRAL 3.98
5328 NEUTRAL 4.02
5330 NEUTRAL 3.69
5331 NEUTRAL 3.81
5332 NEUTRAL 3.6
5336 NEUTRAL 3.47
5337 CONTRADICTION 3.58
5339 NEUTRAL 3.61
5343 NEUTRAL 3.25
5344 NEUTRAL 2.93
5353 ENTAILMENT 4.44
5354 NEUTRAL 4.44
5355 NEUTRAL 3.61
5360 NEUTRAL 3.98
5364 CONTRADICTION 3.61
5365 ENTAILMENT 3.96
5366 NEUTRAL 3.61
5367 NEUTRAL 3.09
5368 NEUTRAL 2.72
5371 NEUTRAL 3.06
5375 CONTRADICTION 3.61
5381 ENTAILMENT 4.44
5382 CONTRADICTION 3.61
5386 CONTRADICTION 3.5
5388 CONTRADICTION 3.5
5390 ENTAILMENT 4.37
5392 ENTAILMENT 4.35
5394 ENTAILMENT 4.44
5396 ENTAILMENT 4.44
5400 NEUTRAL 3.84
5402 CONTRADICTION 3.61
5403 NEUTRAL 2.76
5408 ENTAILMENT 4.44
5410 ENTAILMENT 4.02
5412 ENTAILMENT 3.26
5413 CONTRADICTION 3.36
5416 NEUTRAL 3.94
5417 ENTAILMENT 4.26
5418 NEUTRAL 4.2
5421 NEUTRAL 2.44
5422 NEUTRAL 2.1
5424 NEUTRAL 2.72
5425 NEUTRAL 2.11
5428 ENTAILMENT 3.51
5430 NEUTRAL 3.29
5431 CONTRADICTION 3.47
5433 NEUTRAL 3.47
5438 CONTRADICTION 3.61
5441 NEUTRAL 2.62
5442 NEUTRAL 3.44
5444 ENTAILMENT 4.04
5445 CONTRADICTION 3.61
5448 ENTAILMENT 3.32
5450 NEUTRAL 3.25
5451 NEUTRAL 2.87
5452 ENTAILMENT 3.25
5453 ENTAILMENT 4.11
5465 CONTRADICTION 3.61
5469 CONTRADICTION 3.29
5470 NEUTRAL 3.56
5472 NEUTRAL 3.12
5473 ENTAILMENT 4.3
5475 NEUTRAL 2.47
5479 NEUTRAL 3.27
5481 ENTAILMENT 3.84
5482 ENTAILMENT 4.19
5484 ENTAILMENT 3.73
5485 NEUTRAL 3.67
5486 NEUTRAL 3.42
5488 NEUTRAL 3.35
5490 CONTRADICTION 3.61
5493 ENTAILMENT 3.71
5494 NEUTRAL 3.07
5499 ENTAILMENT 4.02
5506 NEUTRAL 2.84
5508 CONTRADICTION 3.61
5509 ENTAILMENT 4.16
5511 NEUTRAL 4.16
5515 NEUTRAL 4.19
5516 NEUTRAL 4.44
5517 NEUTRAL 3.61
5519 ENTAILMENT 3.69
5524 NEUTRAL 3.5
5527 ENTAILMENT 4.26
5528 NEUTRAL 3.61
5529 ENTAILMENT 3.37
5536 NEUTRAL 4.19
5539 ENTAILMENT 3.2
5541 NEUTRAL 2.83
5542 ENTAILMENT 3.2
5543 ENTAILMENT 4.21
5544 CONTRADICTION 3.61
5547 NEUTRAL 3.06
5550 NEUTRAL 2.54
5551 NEUTRAL 2.85
5557 NEUTRAL 2.77
5559 NEUTRAL 2.64
5562 CONTRADICTION 3.61
5564 ENTAILMENT 3.98
5566 ENTAILMENT 3.23
5567 ENTAILMENT 3.54
5570 ENTAILMENT 4.38
5571 CONTRADICTION 3.61
5572 NEUTRAL 4.44
5573 NEUTRAL 4.25
5574 NEUTRAL 3.67
5576 NEUTRAL 3.88
5577 CONTRADICTION 3.19
5578 NEUTRAL 3.83
5579 ENTAILMENT 4.28
5581 NEUTRAL 3.47
5583 NEUTRAL 3.6
5585 NEUTRAL 2.84
5589 ENTAILMENT 3.98
5590 ENTAILMENT 3.54
5592 ENTAILMENT 3.08
5594 ENTAILMENT 4.07
5596 ENTAILMENT 3.98
5597 NEUTRAL 4.02
5598 NEUTRAL 3.61
5599 ENTAILMENT 4.02
5600 CONTRADICTION 3.61
5601 ENTAILMENT 2.84
5605 ENTAILMENT 3.33
5606 NEUTRAL 4.28
5611 NEUTRAL 3.03
5616 CONTRADICTION 3.61
5622 NEUTRAL 3.46
5625 NEUTRAL 3.84
5626 NEUTRAL 3.77
5628 NEUTRAL 3.32
5629 CONTRADICTION 2.45
5630 NEUTRAL 3.01
5631 NEUTRAL 2.83
5635 ENTAILMENT 3.94
5636 CONTRADICTION 3.26
5638 NEUTRAL 3.41
5639 ENTAILMENT 3.33
5644 NEUTRAL 4.17
5648 NEUTRAL 4.17
